Blood group antigen proteins	CD markers	Cancer-related genes	Candidate cardiovascular disease genes	Citric acid cycle related proteins	Disease related genes	Enzymes	FDA approved drug targets	G-protein coupled receptors	Nuclear receptors	Plasma proteins	Potential drug targets	Predicted intracellular proteins	Predicted membrane proteins	Predicted secreted proteins	RAS pathway related proteins	RNA polymerase related proteins	Ribosomal proteins	Transcription factors	Transporters	Voltage-gated ion channels
2	10	44	5	1	87	78	17	14	0	101	28	380	121	79	7	0	7	28	36	2
0	14	42	3	0	77	93	15	20	3	98	30	391	125	62	1	2	10	34	25	5
0	12	41	3	0	85	69	13	19	0	85	27	377	135	76	2	0	1	38	37	2
2	12	36	5	0	88	71	13	23	3	90	28	372	132	73	1	1	2	39	28	6
0	7	47	5	0	111	87	20	17	3	104	35	373	125	71	5	0	1	44	27	3
0	10	48	5	0	101	99	19	23	1	84	42	357	153	74	2	1	3	35	44	1
0	15	38	8	1	96	67	13	22	0	91	26	357	145	80	9	1	3	37	34	4
0	14	36	3	0	83	86	15	19	2	76	31	372	146	74	7	0	2	43	30	4
1	10	44	6	3	104	79	14	21	0	95	27	368	130	95	4	1	8	37	29	4
2	9	39	3	2	92	91	19	26	0	99	33	354	134	78	10	0	4	30	32	5
2	10	43	1	1	109	96	24	15	1	101	39	380	134	69	11	1	9	35	30	4
1	7	42	5	0	99	95	19	16	2	108	34	381	124	84	5	1	5	38	35	4
1	13	43	7	1	91	80	12	16	1	93	20	352	146	83	5	0	6	30	28	3
0	10	41	2	1	91	74	16	18	2	97	26	365	166	72	2	0	4	42	44	2
1	16	52	2	0	100	94	18	16	0	94	43	368	131	90	7	1	1	41	31	7
1	9	37	3	1	90	82	19	20	0	90	38	368	147	75	7	0	10	34	38	2
0	12	48	5	0	93	88	12	14	1	91	31	379	123	75	6	0	9	38	35	2
1	7	41	6	1	103	101	15	15	2	99	29	382	131	76	1	1	1	32	29	3
0	6	42	4	1	106	92	19	15	0	101	30	382	139	83	9	1	5	27	32	2
0	8	54	5	1	93	93	17	14	1	88	42	383	135	72	4	0	9	40	35	6
1	14	52	4	2	93	98	23	21	1	96	34	372	147	71	9	1	3	36	42	1
1	15	39	5	1	97	89	14	20	1	91	37	369	143	68	4	0	3	32	33	3
1	10	47	5	1	90	86	14	26	1	90	35	366	149	79	8	1	5	26	26	1
0	8	48	4	0	101	87	15	18	1	92	36	363	146	65	6	0	3	33	39	3
0	10	38	3	1	93	91	15	18	2	97	26	391	125	76	5	1	4	31	32	3
1	9	33	4	0	102	88	17	18	3	93	32	382	151	72	2	1	1	43	29	2
0	7	44	2	1	106	107	18	12	2	91	44	377	126	77	7	0	4	51	33	3
0	13	37	4	0	88	86	16	20	1	93	25	365	136	71	3	1	6	29	32	3
0	6	41	3	0	105	91	12	18	2	93	40	386	126	75	3	1	4	34	30	0
0	11	40	3	1	89	83	14	18	1	89	30	375	134	84	7	1	5	30	39	2
1	8	38	1	0	89	84	16	21	1	98	26	373	140	76	5	3	6	33	27	1
0	12	51	4	0	101	82	9	21	1	106	37	355	134	75	7	2	3	29	34	2
0	8	41	3	1	94	78	16	22	0	93	24	372	135	81	4	1	5	43	39	8
0	9	52	2	0	97	89	14	14	1	98	31	382	131	65	11	0	6	32	33	3
1	9	46	8	2	101	88	20	20	1	99	32	360	145	82	7	1	4	40	33	8
0	16	56	4	1	95	76	20	18	1	103	29	379	144	66	9	0	4	43	26	1
1	5	58	4	2	106	87	21	23	2	94	32	372	130	70	6	1	4	42	38	2
0	9	46	4	1	101	96	18	19	0	94	41	386	136	77	9	2	2	39	33	5
0	6	32	5	1	85	87	15	21	3	90	25	379	129	65	1	2	2	35	20	3
4	11	41	1	0	110	94	13	9	1	96	32	365	137	83	5	1	6	32	43	4
2	11	52	6	0	102	101	18	19	2	81	35	369	143	70	7	0	5	38	28	1
1	9	46	7	0	80	95	15	20	1	102	27	376	137	79	10	1	2	22	31	5
1	9	43	5	1	104	82	18	18	1	84	33	369	138	77	6	1	4	43	35	3
0	7	52	7	0	100	89	18	17	1	87	31	381	128	70	8	1	4	34	16	1
0	8	40	2	0	80	77	13	19	1	86	29	373	144	71	7	1	4	36	39	3
1	13	44	8	0	85	106	16	19	0	86	34	382	137	71	4	0	3	36	26	3
0	5	42	2	1	96	76	13	30	1	78	27	366	156	78	4	1	1	33	36	3
2	10	52	3	1	78	81	15	26	1	87	31	370	138	75	6	0	5	35	33	4
1	6	47	4	0	85	90	17	22	1	102	34	380	145	66	8	0	7	28	41	2
1	10	45	5	2	80	91	17	16	1	97	29	360	153	57	4	1	3	45	37	3
3	6	45	6	0	85	76	15	24	0	90	28	375	133	76	6	0	4	43	35	4
3	12	45	2	1	98	91	18	18	1	91	31	361	147	78	4	0	5	39	37	4
0	12	46	7	0	106	94	21	19	1	90	34	370	147	66	6	2	0	28	36	6
1	8	48	2	0	108	83	13	16	1	79	44	363	136	81	9	1	2	45	44	3
0	12	48	6	0	106	102	14	17	1	115	35	387	133	76	3	1	3	41	29	3
1	8	36	3	2	86	81	18	20	1	83	24	364	156	71	7	0	4	38	38	1
0	6	35	3	2	99	70	13	15	1	89	28	376	137	67	7	1	3	42	32	3
0	6	47	1	0	85	81	14	18	3	94	27	368	140	67	7	1	3	33	43	5
1	5	48	6	2	96	100	15	12	0	111	34	374	138	67	9	1	3	33	32	3
0	7	33	2	0	94	79	17	18	3	83	35	369	135	68	3	0	4	47	31	4
0	6	35	3	0	79	98	17	22	1	97	33	366	146	66	7	0	5	35	25	4
0	7	55	5	2	94	82	11	15	0	107	25	381	120	84	11	1	4	44	34	0
2	9	44	5	0	91	82	15	20	0	83	33	372	146	66	5	0	7	38	37	2
0	10	34	7	0	92	87	24	25	1	97	34	374	136	67	5	0	5	31	27	4
1	12	49	7	1	111	101	18	16	1	111	40	380	115	84	4	0	4	33	31	0
0	7	48	4	1	89	84	15	16	1	92	24	371	143	64	4	0	3	42	38	3
0	6	44	2	0	100	77	11	15	0	100	34	377	142	72	4	2	5	44	42	6
0	6	39	2	2	100	95	22	19	0	90	43	381	142	62	6	1	5	33	43	5
2	10	47	10	3	96	91	22	23	0	108	34	378	141	78	7	2	3	35	32	3
1	8	42	3	1	97	91	12	20	1	94	36	361	133	74	2	0	7	34	39	4
0	10	45	4	2	93	94	21	19	2	90	34	374	137	71	9	0	7	31	35	2
0	9	40	6	0	97	84	21	15	2	93	31	372	140	63	3	0	5	39	36	3
1	12	40	5	0	82	93	19	17	0	102	29	365	140	72	3	0	6	29	33	2
0	1	39	7	0	95	88	12	24	0	94	31	367	131	73	4	1	2	35	27	0
0	5	35	2	0	97	85	16	21	1	83	31	389	134	56	7	1	3	40	34	6
1	7	38	4	0	90	83	7	18	0	104	38	375	131	84	8	0	4	44	37	2
1	6	36	5	2	87	90	17	25	0	86	28	364	146	69	4	0	5	38	35	5
0	10	37	2	2	86	77	6	15	1	93	23	385	113	88	6	1	6	33	25	0
0	6	38	2	0	97	91	19	19	1	84	35	364	131	73	1	1	6	32	36	2
0	9	47	4	0	108	92	13	21	2	107	37	378	135	61	4	4	1	42	33	3
0	8	48	5	0	100	83	11	19	2	83	32	373	131	66	8	1	6	38	35	1
0	6	42	7	0	90	88	19	17	2	90	29	380	146	69	5	1	0	34	31	2
0	8	41	4	2	109	83	13	15	1	113	44	365	131	85	5	0	6	24	34	6
2	11	47	2	0	94	93	15	15	1	81	34	372	124	81	9	2	7	37	24	2
3	9	40	5	1	91	76	10	15	1	84	34	377	134	73	8	0	1	35	36	2
1	9	46	4	0	99	89	12	16	1	95	30	372	146	69	6	0	6	33	24	1
0	13	46	5	1	101	77	23	19	2	93	30	363	158	82	4	1	1	39	39	3
0	11	46	8	0	86	87	14	20	2	88	37	375	134	67	6	1	7	28	34	4
0	6	38	1	1	88	94	10	14	0	85	34	384	136	67	6	2	5	38	29	1
0	6	34	3	0	85	82	18	31	0	88	29	363	145	69	10	0	2	36	40	5
0	11	47	4	0	100	83	16	24	2	85	32	368	139	84	4	0	3	38	36	3
0	9	38	3	0	110	79	15	11	2	94	34	374	128	78	8	1	3	54	32	3
0	11	55	8	0	99	99	15	14	1	99	28	386	133	77	4	0	8	42	33	3
1	7	31	3	2	100	95	19	10	1	99	22	387	129	80	4	1	5	48	34	3
0	10	37	3	1	92	88	18	23	2	101	35	372	152	71	8	0	1	33	39	6
2	5	34	2	0	94	78	22	19	2	93	24	370	130	86	8	2	8	28	32	3
0	6	43	4	0	95	97	21	14	3	99	40	387	135	72	6	1	5	33	30	8
0	12	45	6	1	97	89	13	20	1	100	28	362	153	85	7	1	3	42	37	0
3	9	44	2	1	97	93	21	21	1	93	31	367	131	66	5	1	5	42	30	6
1	11	58	1	2	100	90	15	15	3	105	33	371	114	84	9	2	6	36	28	1
0	11	57	4	1	107	87	21	19	3	111	34	389	121	87	4	1	3	34	31	3
3	12	44	3	0	101	83	14	19	0	83	40	359	155	67	7	2	6	31	46	5
0	10	49	5	1	93	77	14	26	1	88	44	356	149	73	8	2	6	35	35	3
1	13	47	4	2	102	101	21	11	1	90	37	382	132	69	7	0	2	32	34	5
2	14	44	5	1	93	85	16	18	0	106	38	374	119	86	4	2	4	45	34	2
1	9	52	3	1	95	75	18	13	1	79	21	379	127	68	2	0	4	43	36	5
2	5	43	3	1	99	84	15	20	2	90	28	362	141	81	1	0	2	32	32	3
0	7	48	6	1	101	86	20	21	2	71	40	369	133	68	7	1	1	38	26	5
0	8	40	3	0	97	79	10	25	5	97	31	365	141	66	12	1	2	49	31	3
0	9	51	7	1	85	90	14	12	0	96	31	377	128	73	9	1	4	40	32	2
0	5	42	7	0	104	89	12	18	1	116	40	378	123	79	7	1	6	30	39	2
0	2	36	5	0	81	70	11	22	0	81	25	363	127	68	11	1	3	45	34	6
1	12	39	3	1	103	80	14	21	1	86	37	367	159	88	6	2	8	29	30	5
1	13	53	4	1	98	85	19	17	1	100	33	386	144	70	6	0	5	34	31	2
0	9	33	3	0	96	90	17	18	0	90	38	366	142	58	2	0	4	38	41	3
0	6	46	6	0	89	86	14	20	2	95	35	364	151	68	6	0	3	49	38	3
2	13	50	4	1	109	90	22	28	0	88	44	376	142	66	7	1	7	32	44	5
1	12	37	4	1	101	93	16	18	2	99	33	371	142	77	8	1	4	49	33	3
0	10	51	7	2	111	89	12	19	0	97	36	365	146	70	4	1	10	38	30	2
0	8	41	4	0	98	94	18	17	0	101	38	378	123	67	6	1	4	43	29	2
1	9	47	4	1	89	76	21	14	2	88	26	374	120	75	9	0	7	41	39	3
0	8	47	7	0	106	95	23	17	2	103	36	380	116	77	3	1	4	34	34	4
1	5	49	5	1	93	85	16	24	0	99	43	367	150	72	2	0	4	34	41	0
1	13	44	4	0	88	90	20	17	1	100	20	375	125	84	5	1	3	45	27	4
1	11	54	3	1	108	97	15	12	1	92	27	377	128	77	9	1	6	27	28	3
1	9	49	4	1	95	92	15	20	0	93	32	345	154	78	4	0	9	33	41	1
0	12	43	3	0	95	91	13	19	1	98	28	382	133	62	7	0	7	42	38	4
0	12	45	1	0	91	90	18	26	1	93	31	371	150	68	8	0	1	21	39	6
1	11	51	3	2	91	85	14	17	1	88	40	368	133	76	7	0	4	35	39	3
0	11	46	4	3	87	77	16	21	0	85	30	357	162	67	5	1	9	36	31	0
2	7	45	6	2	101	66	10	20	0	81	27	372	127	70	9	1	4	43	30	3
4	17	43	5	0	83	80	21	26	1	99	36	353	160	81	5	1	3	34	33	6
0	13	45	6	1	101	83	23	15	1	110	33	376	133	85	7	0	4	33	30	4
1	11	52	3	1	100	81	16	13	0	84	33	373	132	66	6	1	7	35	32	2
0	8	54	3	2	110	94	22	11	2	105	39	381	124	75	5	2	4	41	31	5
0	10	41	2	1	97	76	13	18	1	93	39	363	148	71	5	2	5	39	38	3
1	8	39	3	1	94	92	21	12	0	87	34	374	143	65	2	2	2	28	43	5
0	11	51	5	2	108	101	23	15	0	96	32	374	131	80	6	1	4	38	39	4
1	9	60	7	2	113	96	32	17	4	92	40	355	142	82	8	0	5	42	46	6
0	5	37	2	2	77	79	13	18	1	85	24	377	134	76	6	0	6	44	35	3
0	10	35	3	2	111	76	23	24	3	80	33	368	151	72	3	0	1	45	31	3
0	10	46	4	2	95	72	14	16	1	91	26	385	121	87	7	0	2	34	29	3
1	14	44	5	1	91	99	14	19	2	81	31	353	146	71	4	0	1	47	41	4
2	7	43	6	2	94	94	19	26	0	91	45	358	148	76	7	0	2	28	32	5
1	8	42	3	0	83	98	18	17	1	85	33	367	145	79	7	0	5	46	35	2
1	8	48	2	3	99	84	11	18	0	79	35	373	138	74	9	1	5	33	38	2
0	11	45	7	0	82	79	17	20	1	81	20	373	141	73	7	1	6	37	28	4
0	12	37	3	0	92	75	9	16	0	83	32	372	127	69	4	1	7	46	37	2
0	11	44	4	2	97	79	15	21	3	93	31	368	146	89	6	0	5	44	29	3
0	9	43	3	0	89	76	13	15	2	82	33	382	123	68	9	0	8	38	26	6
1	12	46	0	1	92	80	19	17	0	84	35	384	128	85	3	1	6	35	31	5
0	5	40	5	1	97	90	13	21	1	98	32	369	136	80	5	0	5	39	31	1
0	10	41	5	1	81	88	19	24	0	83	33	383	127	75	5	0	7	36	34	2
0	12	46	8	1	103	91	25	29	0	111	43	368	142	71	2	0	1	29	39	3
0	7	35	1	1	94	74	12	22	0	80	21	353	141	72	3	1	5	34	23	3
0	4	40	4	3	98	90	10	15	0	95	30	377	131	71	6	1	2	32	34	3
0	12	53	2	1	101	86	17	18	0	99	41	367	146	80	6	0	7	34	38	6
1	6	43	1	1	99	83	18	20	2	95	36	376	139	70	7	1	7	34	38	6
0	15	43	8	3	106	85	26	18	1	95	21	370	142	81	3	2	7	34	27	2
1	11	43	2	2	105	83	22	19	1	108	29	345	152	77	4	0	3	40	35	3
2	12	51	4	2	112	114	15	17	1	100	37	383	131	75	7	0	1	52	33	3
1	11	51	8	0	107	86	29	14	0	99	32	373	137	76	7	1	3	43	35	6
0	9	46	6	0	90	89	20	22	1	90	33	358	152	68	4	1	4	39	40	4
2	7	39	6	0	80	89	13	23	0	82	25	373	137	82	3	1	5	31	34	3
1	7	34	3	2	91	94	13	17	3	82	30	382	123	68	5	1	2	42	32	4
1	11	42	5	1	95	86	22	18	3	97	40	379	129	72	6	2	6	46	38	2
0	12	38	3	2	100	81	13	14	1	101	23	375	134	71	9	2	7	42	36	2
0	9	50	1	0	105	95	12	23	0	100	43	382	137	63	4	1	6	35	29	7
1	15	46	4	1	87	78	11	20	0	87	32	362	155	72	4	0	2	36	32	4
2	10	47	1	0	100	94	17	24	2	96	39	373	136	65	3	1	4	36	29	3
0	10	43	8	1	100	81	9	17	0	103	35	347	145	81	9	1	4	35	41	2
1	12	48	3	0	107	87	22	16	2	84	33	368	139	79	5	0	3	37	34	3
1	12	43	5	0	93	91	17	23	3	100	27	344	167	77	6	1	2	39	43	3
2	10	51	3	0	111	89	15	21	1	98	33	392	130	68	7	0	5	45	25	3
1	10	46	5	0	98	85	20	20	2	89	29	389	111	81	8	2	2	37	27	5
1	8	37	7	2	89	85	11	24	2	79	27	382	141	68	3	1	6	35	34	5
1	9	39	4	2	90	82	23	18	1	93	20	366	136	66	6	0	3	33	29	2
0	6	41	1	1	99	91	17	15	0	94	32	388	125	61	6	2	2	36	27	0
1	10	37	1	0	98	81	14	20	2	82	29	377	138	66	5	1	6	39	30	5
0	7	40	3	1	89	76	13	16	0	84	28	377	129	69	6	0	7	38	29	3
0	6	38	4	1	92	88	17	15	2	81	37	375	132	81	5	1	4	23	30	3
1	11	44	2	1	88	91	22	22	2	88	21	384	125	73	8	0	7	44	28	5
1	10	37	3	3	106	92	21	17	0	92	32	369	142	71	8	0	6	36	28	3
0	7	46	5	0	93	90	15	24	3	92	29	350	158	78	4	0	6	29	38	7
0	9	40	2	0	89	77	11	23	1	94	28	385	132	73	3	0	11	32	31	2
2	11	48	1	2	107	89	13	17	2	100	44	372	133	74	3	0	5	39	33	2
0	7	36	3	1	90	103	14	10	1	100	36	368	133	77	7	3	5	31	33	3
1	13	43	5	3	94	85	13	9	3	81	35	382	134	69	7	0	7	39	37	5
1	8	51	8	1	101	92	17	21	1	110	39	373	141	75	4	3	2	37	38	6
0	8	48	5	0	90	75	16	14	1	75	29	371	127	83	5	0	1	37	35	3
0	11	41	3	3	105	93	20	17	3	107	37	383	126	68	5	1	7	35	36	3
1	13	47	3	2	102	88	20	21	3	94	34	370	151	68	4	1	1	43	29	2
0	11	43	5	0	91	76	22	19	2	95	28	372	131	76	10	1	3	45	39	4
0	7	41	3	1	86	83	16	18	3	88	20	354	135	82	4	0	3	49	28	5
1	15	42	3	1	94	69	11	19	1	93	27	349	153	77	6	3	4	42	34	2
3	9	39	7	1	89	70	15	19	1	76	24	361	146	82	4	1	3	48	36	4
0	10	38	2	1	91	81	18	16	0	102	33	366	155	74	9	1	6	32	38	3
0	7	33	5	0	103	93	15	14	1	93	36	379	132	77	7	1	6	34	29	3
2	10	41	2	2	91	83	14	20	1	97	31	374	138	64	2	1	6	25	37	3
0	15	46	1	1	93	83	17	19	1	81	41	359	151	80	6	1	5	36	34	3
2	8	33	1	0	92	81	20	23	0	95	26	373	138	74	5	1	0	28	42	1
1	4	39	1	1	89	101	17	20	2	100	30	378	128	66	6	2	3	33	23	4
1	15	50	5	0	89	81	20	19	1	93	27	365	129	72	4	0	5	37	34	6
0	7	40	2	0	93	89	15	13	1	93	29	388	114	76	8	0	5	39	32	0
2	6	36	3	1	100	90	14	9	1	102	35	383	145	68	4	1	3	33	30	2
0	11	48	1	1	108	94	16	17	1	95	36	376	134	80	5	0	2	41	32	3
0	4	43	3	0	105	75	20	18	1	95	31	372	152	74	4	1	3	27	34	8
0	10	47	7	0	99	85	16	15	0	108	36	376	146	65	7	1	4	35	25	3
0	9	45	0	0	96	92	20	15	3	102	23	386	133	62	8	1	6	42	41	2
1	9	52	1	0	91	90	20	21	3	98	36	373	148	74	6	0	5	39	25	5
0	3	41	4	0	91	88	20	21	0	80	30	368	134	72	5	2	3	36	25	5
0	12	53	3	2	89	71	13	16	3	89	26	378	119	70	1	0	4	38	29	1
0	19	48	3	2	106	104	14	15	2	97	34	383	128	72	4	1	2	37	33	0
0	12	47	4	0	99	84	9	23	2	90	36	374	159	68	8	1	4	34	46	5
1	11	50	2	1	92	83	13	17	0	89	39	372	136	65	7	0	9	37	31	4
2	10	55	6	0	88	90	21	16	1	111	29	369	130	76	2	0	5	38	39	3
1	8	47	1	1	107	69	9	16	0	82	32	374	138	65	9	0	4	46	34	0
3	14	43	4	0	86	82	9	22	1	97	29	375	138	72	4	0	6	36	26	2
2	6	46	3	0	94	74	14	11	0	102	31	366	146	77	4	2	4	36	38	3
0	11	43	4	0	85	85	22	19	0	90	21	378	141	79	5	1	5	36	29	3
1	12	49	7	1	106	87	25	18	2	99	28	369	148	82	7	1	5	38	42	6
0	12	41	2	0	99	74	14	21	3	97	31	370	128	76	6	1	8	41	30	4
1	17	34	4	1	99	87	19	16	2	94	33	370	153	81	6	2	4	29	42	4
0	8	36	4	1	83	78	20	21	2	93	27	378	127	78	5	1	5	45	30	2
0	7	46	7	0	92	100	16	15	1	105	28	361	136	81	5	0	5	48	35	2
0	17	61	3	0	101	84	14	20	0	95	34	375	154	59	2	1	4	36	27	1
1	3	47	4	2	97	78	13	19	1	106	33	354	157	79	5	0	4	45	37	3
1	7	44	3	1	78	93	12	18	2	85	25	381	136	71	10	1	3	38	26	4
0	7	36	5	0	89	82	12	24	2	96	30	376	127	80	5	0	3	32	35	3
1	10	43	2	1	87	88	18	11	1	98	31	372	131	77	2	1	4	36	28	2
0	10	46	4	0	76	86	12	21	2	104	27	368	142	81	6	0	7	35	36	4
0	11	41	4	1	105	74	14	30	2	96	35	371	129	77	9	2	3	34	35	1
1	7	37	3	0	95	88	18	17	1	86	26	377	134	70	3	1	3	48	32	3
1	12	47	3	0	86	90	16	19	2	95	29	368	140	79	7	0	1	30	30	5
1	12	53	7	0	95	69	10	21	3	93	25	387	130	68	3	2	4	42	38	6
0	12	34	0	0	87	83	15	17	2	95	30	380	138	64	8	1	2	36	31	5
0	9	40	3	1	83	86	12	18	2	95	29	376	132	63	8	3	2	39	29	3
1	11	46	3	0	99	76	21	12	0	94	21	381	122	77	3	0	7	38	36	2
1	10	40	3	0	78	84	10	19	1	72	26	364	147	67	4	1	3	36	35	1
1	15	36	5	1	92	81	17	17	2	93	36	390	129	71	5	0	5	45	38	2
1	10	44	5	0	109	89	18	23	1	98	40	366	133	78	7	1	3	33	31	2
2	11	37	4	2	110	83	16	21	0	102	40	361	141	82	6	1	3	36	36	3
0	9	40	2	1	103	81	17	25	2	75	30	377	135	64	4	0	4	34	27	1
1	12	44	2	2	84	98	11	14	1	92	31	380	132	66	5	2	7	45	31	4
1	7	47	5	0	96	83	21	17	1	97	35	373	141	76	5	0	2	38	27	2
0	7	38	0	0	92	75	26	25	5	83	23	363	151	84	8	0	5	56	41	7
0	8	39	3	0	101	81	21	16	3	97	30	392	113	69	7	0	5	36	27	6
0	6	40	4	0	96	86	19	18	1	90	35	364	138	75	7	1	4	38	40	9
1	9	40	5	0	86	81	13	19	3	91	26	380	126	67	5	1	2	48	35	3
1	5	37	8	1	87	105	22	16	0	99	28	378	124	70	8	1	6	39	27	6
2	10	46	3	0	88	84	20	18	3	82	26	378	146	66	10	1	6	35	27	4
0	13	42	5	3	92	103	12	12	1	88	33	357	149	84	6	1	12	32	35	5
0	8	40	1	1	88	84	13	16	0	91	28	379	136	69	6	1	6	46	25	3
0	10	47	5	1	87	80	10	27	2	83	24	372	130	80	3	0	4	33	30	1
1	7	46	6	0	87	89	21	20	0	105	31	380	114	71	6	0	4	39	28	3
1	10	38	7	0	94	91	13	16	0	111	32	369	142	80	6	0	3	38	29	4
1	14	49	4	1	105	94	24	24	2	119	34	361	144	94	10	0	10	35	35	4
0	9	37	3	3	96	99	24	20	3	101	34	382	132	71	7	0	3	32	44	5
1	7	38	2	0	81	81	18	21	2	89	27	362	148	68	7	2	2	34	32	3
3	18	56	8	0	115	83	19	19	2	105	38	380	134	67	2	0	3	46	33	4
0	13	54	6	2	89	81	18	17	0	93	29	371	132	72	7	0	5	38	36	3
0	8	47	4	0	113	83	18	22	3	92	34	382	134	73	5	2	1	24	26	2
0	12	45	5	0	98	76	17	23	1	86	28	378	128	68	6	0	6	46	34	5
1	12	50	4	0	99	84	19	23	1	88	32	357	144	90	4	0	1	27	33	4
1	6	37	3	1	82	80	10	14	0	90	23	378	141	68	2	0	5	40	30	2
2	7	47	0	3	84	80	14	21	4	83	31	369	131	78	7	3	5	37	34	5
0	6	42	7	1	105	87	18	25	4	96	35	368	147	69	3	1	4	38	40	6
0	13	43	3	0	106	80	16	22	0	99	32	371	142	78	5	0	5	29	29	1
1	9	34	1	1	89	76	13	27	1	90	26	359	158	75	7	0	7	38	36	1
1	9	41	4	0	102	91	17	22	1	85	35	381	149	69	10	2	4	31	43	2
0	11	38	7	0	105	74	13	31	1	89	35	355	148	70	6	0	6	29	43	3
2	14	27	2	1	92	81	20	17	0	87	34	379	137	81	6	0	6	28	40	8
2	12	40	4	0	101	79	18	18	1	107	24	377	149	68	4	1	5	34	36	7
0	9	42	2	0	104	86	14	15	2	88	30	367	149	90	6	0	3	35	31	5
0	9	41	5	1	99	94	20	19	0	89	38	382	150	72	8	1	4	36	36	6
0	7	37	4	0	108	88	16	17	0	84	43	371	142	70	7	1	9	30	37	5
0	5	37	4	1	93	96	16	29	1	97	25	377	126	65	5	0	2	45	29	2
0	8	41	3	0	89	94	16	25	0	97	36	366	147	82	3	1	4	38	28	1
3	11	42	4	1	85	85	17	30	0	78	31	356	143	81	2	1	6	38	25	6
0	8	42	6	2	92	102	25	14	1	98	34	374	136	81	4	1	2	31	38	4
0	12	46	1	0	81	87	21	22	5	76	24	383	132	59	5	0	2	32	23	2
1	10	44	6	1	84	83	12	18	0	85	31	385	142	67	3	2	6	37	30	3
2	9	36	8	1	101	105	16	16	1	103	31	372	131	66	5	3	4	25	24	4
0	12	42	5	0	106	87	22	20	2	105	36	377	137	60	8	0	5	41	37	7
0	7	46	3	1	94	86	12	20	0	94	33	372	124	74	5	0	7	36	34	4
2	9	46	8	1	93	82	19	24	1	92	32	371	134	67	6	1	6	43	27	3
2	8	47	4	1	88	97	21	20	0	86	27	354	161	72	10	0	3	30	32	4
0	8	40	1	0	92	87	17	17	2	82	26	355	151	70	8	1	7	34	42	4
0	3	39	3	1	90	90	14	19	1	82	30	384	124	70	5	0	5	39	36	4
1	9	33	3	0	81	85	16	20	0	71	28	377	126	74	4	1	3	36	33	1
0	6	38	3	0	91	87	16	18	1	90	32	364	137	70	6	0	4	32	33	5
1	9	54	6	0	86	72	15	17	0	100	27	364	143	71	8	1	3	36	29	5
1	9	38	5	1	93	85	25	28	2	92	29	367	149	76	9	0	1	42	31	4
0	6	48	5	2	92	83	20	19	2	84	29	391	125	85	4	0	2	46	27	6
0	13	47	8	1	88	69	20	17	3	87	23	369	136	78	5	1	6	37	24	4
1	11	54	3	1	91	104	17	16	1	96	38	377	137	70	5	0	6	31	39	3
1	5	44	5	0	102	74	21	21	4	101	38	367	149	81	2	1	3	37	32	2
0	4	39	4	0	103	88	10	15	1	90	32	375	138	75	5	0	5	34	28	2
0	10	46	4	2	106	93	11	14	2	91	34	370	144	87	6	0	7	34	33	7
1	12	48	6	1	104	94	19	22	1	95	44	374	144	79	8	0	5	38	36	6
1	8	47	7	1	86	82	19	18	2	98	34	370	125	71	8	0	5	46	26	1
0	10	38	2	1	92	74	12	20	0	84	33	364	142	69	8	1	1	34	42	5
0	12	54	7	1	97	84	27	18	0	98	28	369	140	77	7	0	6	36	38	3
0	11	44	5	1	113	86	19	15	0	110	35	360	133	83	8	1	4	33	33	1
0	11	51	2	1	106	89	18	26	0	108	35	385	120	65	8	0	5	35	27	3
1	6	42	4	1	84	91	13	22	1	102	30	372	127	64	7	4	5	33	25	4
0	4	44	2	0	94	90	8	19	0	96	36	365	143	83	8	1	4	43	36	3
1	9	41	3	0	89	69	12	17	1	91	31	369	142	66	4	0	2	32	39	7
0	12	37	2	0	95	91	15	14	1	102	33	374	136	77	5	1	8	32	36	3
0	11	39	3	0	82	76	21	25	3	83	23	375	144	56	2	1	6	39	26	5
0	15	47	3	2	91	88	23	18	1	100	24	375	133	66	6	2	2	37	29	4
1	10	35	5	2	82	67	10	21	3	75	27	372	143	63	4	1	4	39	33	5
0	9	35	6	0	93	90	12	24	0	92	29	353	155	79	5	0	6	31	28	1
2	10	40	2	0	95	96	15	14	1	93	37	361	134	89	6	1	3	43	31	6
0	6	38	0	1	91	83	19	19	0	83	30	373	128	75	3	2	3	37	34	3
1	13	36	1	0	81	84	11	16	0	81	31	378	142	74	6	1	4	45	29	3
2	14	57	1	1	99	79	17	19	3	92	25	383	138	70	4	0	6	34	29	2
1	11	36	5	0	78	89	13	23	2	88	26	360	149	88	4	1	5	38	28	2
2	13	38	4	0	95	79	12	22	1	102	34	355	170	65	3	1	3	38	37	3
2	6	38	4	0	89	71	16	15	1	77	22	368	134	67	2	0	9	36	31	2
0	6	36	0	0	92	75	18	13	2	88	28	365	143	71	7	1	4	44	36	4
1	8	52	7	0	112	99	20	15	0	114	25	377	142	72	7	0	1	36	32	4
1	5	54	4	0	104	89	15	25	1	94	29	368	141	69	5	2	7	42	30	3
0	7	35	3	1	83	82	9	14	2	89	26	378	131	71	2	0	3	42	34	1
2	8	37	6	0	82	71	15	15	1	105	17	362	139	76	8	1	6	28	27	5
0	7	36	6	2	87	75	10	22	2	80	32	367	137	80	5	1	2	35	31	1
1	9	42	10	0	100	82	14	21	4	96	33	360	141	88	5	0	3	37	43	1
0	8	56	5	0	96	91	21	24	0	88	21	377	145	83	13	0	4	34	28	4
